session_id,station_id,station_name,latitude,longitude,total_chargers,start_time,duration_minutes,energy_kwh,charger_type,vehicle_model,cost_inr
S000194,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-09-08 02:59:00,57,10.3,DC Fast,Hyundai Ioniq 5,170
S000195,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-12-08 06:10:00,32,8.2,DC Fast,Tata Nexon EV,122
S000196,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-08-13 17:37:00,68,18.0,AC Level 2,BYD Atto 3,317
S000197,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-04-26 19:57:00,120,26.9,AC Level 2,Mahindra BE 6e,441
S000198,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-08-28 10:06:00,52,13.7,DC Fast,MG Comet EV,234
S000199,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-10-14 21:05:00,116,31.0,AC Level 2,Tata Tiago EV,530
S000200,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-07-08 07:02:00,47,12.5,AC Level 2,Ola S1 Pro,190
S000201,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-08-16 18:54:00,60,14.2,DC Fast,MG Comet EV,202
S000202,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-11-07 10:49:00,93,24.0,AC Level 2,Kia EV6,348
S000203,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-03-22 19:32:00,63,14.7,DC Fast,MG ZS EV,227
S000204,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-02-24 12:22:00,45,8.5,AC Level 2,Tata Tiago EV,134
S000205,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-03-05 18:36:00,71,15.9,DC Fast,Tata Tigor EV,266
S000206,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-06-19 07:59:00,74,18.1,AC Level 2,Mahindra XUV400,294
S000207,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-06-23 20:49:00,81,21.4,AC Level 2,Hyundai Ioniq 5,310
S000208,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-11 16:12:00,70,17.2,DC Fast,Tata Punch EV,262
S000209,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-01-21 15:25:00,81,19.9,AC Level 2,Hyundai Kona Electric,342
S000210,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-02-26 20:28:00,77,18.9,AC Level 2,Mahindra XUV400,291
S000211,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-11-22 10:05:00,38,10.1,DC Fast,Ola S1 Pro,180
S000212,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-02-28 19:21:00,30,6.3,DC Fast,Hyundai Ioniq 5,96
S000213,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-06-11 19:39:00,48,9.9,DC Fast,Tata Tigor EV,160
S000214,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-07-21 10:20:00,59,12.6,AC Level 2,Tata Nexon EV,189
S000215,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-03-29 23:53:00,78,16.4,AC Level 2,Mahindra BE 6e,292
S000216,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-18 05:41:00,25,5.0,DC Fast,Mahindra BE 6e,76
S000217,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-10-11 19:02:00,37,7.9,DC Fast,Hyundai Ioniq 5,112
S000218,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-05-27 17:21:00,31,6.2,DC Fast,MG Comet EV,87
S000219,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-04-07 04:12:00,78,15.5,AC Level 2,BYD Atto 3,240
S000220,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-08-29 19:31:00,59,11.2,DC Fast,Tata Punch EV,198
S000221,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-03-18 20:18:00,75,19.0,AC Level 2,Hyundai Kona Electric,318
S000222,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-04-19 08:26:00,104,24.7,AC Level 2,Tata Nexon EV,365
S000223,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-12-07 22:55:00,63,16.4,DC Fast,Hyundai Ioniq 5,270
S000224,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-07-17 23:15:00,70,18.1,DC Fast,Tata Punch EV,326
S000225,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-12-12 18:57:00,70,12.6,DC Fast,Kia EV6,179
S000226,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-08-27 17:00:00,61,15.2,DC Fast,Mahindra XUV400,219
S000227,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-08-07 08:58:00,89,22.3,AC Level 2,Hyundai Kona Electric,341
S000228,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-12-24 11:19:00,109,24.4,AC Level 2,Mahindra BE 6e,382
S000229,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-01-11 19:36:00,71,12.9,DC Fast,Ola S1 Pro,218
S000230,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-02-27 19:27:00,82,16.8,AC Level 2,Mahindra XUV400,240
S000231,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-06-25 13:03:00,72,13.0,DC Fast,MG ZS EV,216
S000232,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-07-17 18:09:00,109,24.7,AC Level 2,Tata Tigor EV,382
S000233,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-12-29 17:52:00,24,6.3,DC Fast,MG ZS EV,96
S000234,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-02-17 08:26:00,54,11.8,AC Level 2,Ola S1 Pro,184
S000235,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-01-03 06:45:00,54,12.1,AC Level 2,Tata Nexon EV,194
S000236,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-10-29 12:01:00,28,7.0,DC Fast,Kia EV6,125
S000237,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-10-05 21:07:00,54,11.9,DC Fast,BYD Atto 3,207
S000238,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-07-26 08:38:00,89,17.8,AC Level 2,MG ZS EV,317
S000239,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-04-04 14:43:00,47,10.4,DC Fast,MG Comet EV,180
S000240,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-05-14 23:48:00,62,13.8,DC Fast,Tata Nexon EV,204
S000241,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-11-06 19:18:00,56,13.0,DC Fast,Mahindra XUV400,200
S000242,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-10-11 09:43:00,57,12.7,DC Fast,Mahindra BE 6e,198
S000243,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-12-10 08:08:00,41,9.1,DC Fast,Tata Nexon EV,159
S000244,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-03-02 10:56:00,73,17.6,DC Fast,Hyundai Ioniq 5,271
S000245,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-05-15 14:08:00,73,19.6,DC Fast,Hyundai Ioniq 5,290
S000246,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-09-05 10:05:00,101,19.3,AC Level 2,Tata Nexon EV,341
S000247,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-07-05 08:45:00,57,14.6,AC Level 2,Hyundai Ioniq 5,219
S000248,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-10-15 04:06:00,40,9.5,DC Fast,Mahindra BE 6e,170
S000249,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-07-17 17:50:00,35,7.8,DC Fast,Mahindra XUV400,111
S000250,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-17 04:07:00,53,13.4,DC Fast,Tata Tigor EV,219
S000251,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-08-24 17:09:00,50,12.5,DC Fast,BYD Atto 3,212
S000252,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-09-22 13:55:00,53,12.8,DC Fast,Tata Tiago EV,223
S000253,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-01-16 15:30:00,35,7.9,DC Fast,Ather 450X,123
S000254,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-08-26 19:12:00,25,5.2,DC Fast,Hyundai Ioniq 5,84
S000255,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-24 20:21:00,68,15.8,AC Level 2,Mahindra XUV400,238
S000256,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-02-14 07:03:00,71,16.7,DC Fast,MG ZS EV,267
S000257,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-07-05 07:40:00,44,9.5,DC Fast,Tata Punch EV,162
S000258,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-11-01 11:19:00,48,9.7,DC Fast,Hyundai Ioniq 5,144
S000259,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-10-24 18:17:00,63,12.9,DC Fast,Tata Tiago EV,204
S000260,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-07-17 20:53:00,52,10.5,AC Level 2,Mahindra XUV400,178
S000261,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-01-14 22:12:00,86,17.7,AC Level 2,Ather 450X,304
S000262,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-11-24 06:47:00,58,15.6,AC Level 2,Tata Tigor EV,223
S000263,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-08-12 10:42:00,73,17.6,DC Fast,Tata Nexon EV,288
S000264,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-07-09 11:12:00,49,12.9,AC Level 2,Hyundai Ioniq 5,196
S000265,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-07-31 10:43:00,120,28.7,AC Level 2,MG Comet EV,452
S000266,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-10-04 20:01:00,84,20.0,AC Level 2,Hyundai Ioniq 5,332
S000267,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-12-18 20:14:00,64,13.7,AC Level 2,MG ZS EV,230
S000268,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-11-20 07:45:00,23,5.6,DC Fast,Hyundai Kona Electric,97
S000269,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-03-11 22:44:00,32,6.7,DC Fast,Tata Nexon EV,117
S000270,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-03-05 20:45:00,22,4.5,DC Fast,Tata Nexon EV,77
S000271,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-03-26 07:31:00,97,21.6,AC Level 2,Ather 450X,376
S000272,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-11-05 08:30:00,66,13.8,DC Fast,Hyundai Ioniq 5,241
S000273,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-04-02 23:11:00,96,21.1,AC Level 2,Kia EV6,310
S000274,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-11-29 09:56:00,120,29.8,AC Level 2,Ather 450X,462
S000275,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-12-17 22:47:00,54,10.2,DC Fast,Kia EV6,167
S000276,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-08-24 13:04:00,37,7.8,DC Fast,Ather 450X,122
S000277,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-08-01 08:01:00,59,11.8,AC Level 2,Tata Nexon EV,190
S000278,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-02-15 18:33:00,103,22.1,AC Level 2,MG Comet EV,395
S000279,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-08-28 19:46:00,35,8.6,DC Fast,Kia EV6,154
S000280,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-07-25 06:57:00,28,7.6,DC Fast,BYD Atto 3,121
S000281,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-09 07:22:00,49,12.6,DC Fast,Tata Punch EV,189
S000282,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-03-18 12:57:00,77,15.6,AC Level 2,BYD Atto 3,265
S000283,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-08-15 08:01:00,57,11.2,DC Fast,Ather 450X,178
S000284,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-08-03 06:35:00,62,13.7,AC Level 2,Mahindra BE 6e,192
S000285,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-09-19 17:18:00,50,12.1,DC Fast,MG ZS EV,208
S000286,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-08-31 09:40:00,62,16.5,DC Fast,Tata Tiago EV,294
S000287,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-05-27 11:09:00,26,6.1,DC Fast,MG Comet EV,90
S000288,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-05-17 09:00:00,53,11.6,AC Level 2,Ola S1 Pro,198
S000289,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-09-26 13:37:00,74,16.8,DC Fast,Tata Tiago EV,301
S000290,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-05-19 08:26:00,86,22.4,AC Level 2,MG ZS EV,318
S000291,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-04-24 10:10:00,29,5.8,DC Fast,Tata Tigor EV,94
S000292,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-06-06 14:23:00,67,17.0,AC Level 2,MG Comet EV,289
S000293,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-11-24 19:12:00,70,14.0,AC Level 2,BYD Atto 3,206
S000294,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-11-07 07:21:00,53,10.8,DC Fast,Hyundai Ioniq 5,180
S000295,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-06-18 11:56:00,24,5.6,DC Fast,Kia EV6,96
S000296,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-12-08 18:08:00,99,25.7,AC Level 2,MG Comet EV,428
S000297,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-23 12:30:00,66,17.8,AC Level 2,Hyundai Kona Electric,277
S000298,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-02-14 17:17:00,89,20.9,AC Level 2,Tata Tiago EV,297
S000299,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-11-19 12:18:00,57,12.6,DC Fast,Tata Tigor EV,226
S000300,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-03-15 13:08:00,48,12.3,AC Level 2,Tata Tiago EV,209
S000301,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-09-11 13:13:00,53,12.1,DC Fast,BYD Atto 3,206
S000302,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-01-15 12:52:00,46,10.2,DC Fast,MG Comet EV,144
S000303,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-07 16:43:00,56,12.5,DC Fast,Ola S1 Pro,217
S000304,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-04-03 20:51:00,66,15.3,DC Fast,MG Comet EV,249
S000305,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-01-29 11:54:00,102,20.9,AC Level 2,BYD Atto 3,312
S000306,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-06-02 09:38:00,43,8.0,DC Fast,MG ZS EV,121
S000307,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-10-31 15:59:00,52,13.2,DC Fast,Tata Tigor EV,201
S000308,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-03-02 09:47:00,36,9.1,DC Fast,Ather 450X,163
S000309,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-08-23 12:17:00,20,4.5,DC Fast,Hyundai Kona Electric,71
S000310,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-02-19 04:38:00,56,10.4,AC Level 2,Ola S1 Pro,172
S000311,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-02-09 08:00:00,25,6.1,DC Fast,Ather 450X,88
S000312,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-07-04 08:06:00,110,27.8,AC Level 2,BYD Atto 3,394
S000313,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-05-28 07:09:00,116,28.6,AC Level 2,Mahindra XUV400,476
S000314,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-10-04 19:56:00,61,11.9,AC Level 2,BYD Atto 3,208
S000315,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-11-02 04:23:00,34,9.1,DC Fast,MG Comet EV,149
S000316,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-10-26 15:14:00,49,12.3,DC Fast,Kia EV6,220
S000317,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-11-15 20:28:00,112,29.0,AC Level 2,Tata Tiago EV,473
S000318,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-07-27 13:37:00,33,8.2,DC Fast,MG Comet EV,141
S000319,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-01-13 11:33:00,93,17.1,AC Level 2,Ola S1 Pro,247
S000320,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-26 19:12:00,52,9.7,DC Fast,Mahindra XUV400,147
S000321,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-08-28 07:52:00,115,28.8,AC Level 2,Kia EV6,413
S000322,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-04-12 16:50:00,60,13.2,AC Level 2,Ather 450X,196
S000323,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-10-17 23:12:00,48,9.6,AC Level 2,Ather 450X,149
S000324,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-03-31 19:54:00,22,5.0,DC Fast,Mahindra BE 6e,75
S000325,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-03-19 14:49:00,20,4.8,DC Fast,Tata Tigor EV,83
S000326,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-07-18 19:30:00,21,5.0,DC Fast,Mahindra XUV400,90
S000327,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-06-21 10:27:00,76,19.2,AC Level 2,Kia EV6,290
S000328,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-01-27 07:00:00,63,12.3,DC Fast,MG ZS EV,209
S000329,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-11-23 10:05:00,77,17.9,AC Level 2,Ather 450X,295
S000330,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-11-28 07:03:00,91,19.1,AC Level 2,MG ZS EV,341
S000331,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-12-13 22:36:00,52,12.0,DC Fast,Kia EV6,177
S000332,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-01-09 05:02:00,39,10.0,DC Fast,Tata Tiago EV,149
S000333,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-07-30 20:13:00,65,12.4,DC Fast,Kia EV6,222
S000334,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-09-04 21:05:00,110,21.6,AC Level 2,Mahindra BE 6e,387
S000335,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-05-13 09:49:00,20,4.6,DC Fast,MG Comet EV,71
S000336,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-06-10 20:22:00,35,6.4,DC Fast,Tata Nexon EV,95
S000337,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-07-19 19:23:00,98,24.7,AC Level 2,Tata Punch EV,389
S000338,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-07-14 00:10:00,102,25.1,AC Level 2,BYD Atto 3,444
S000339,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-08-22 19:25:00,56,14.7,DC Fast,MG ZS EV,234
S000340,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-08-31 19:14:00,75,14.1,AC Level 2,MG ZS EV,242
S000341,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-04-26 11:32:00,66,13.7,DC Fast,Hyundai Ioniq 5,233
S000342,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-29 19:51:00,53,10.7,AC Level 2,MG Comet EV,155
S000343,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-06-22 08:26:00,57,13.6,AC Level 2,Tata Tiago EV,209
S000344,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-01-21 23:29:00,86,20.4,AC Level 2,Mahindra XUV400,302
S000345,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-02-23 17:36:00,50,10.7,AC Level 2,MG Comet EV,177
S000346,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-10-09 09:01:00,63,15.0,DC Fast,Tata Tiago EV,265
S000347,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-10-09 10:23:00,73,15.0,DC Fast,Tata Tiago EV,256
S000348,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-04-26 23:46:00,65,11.7,DC Fast,MG ZS EV,197
S000349,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-09-27 08:38:00,45,10.5,DC Fast,Hyundai Ioniq 5,182
S000350,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-04-05 20:03:00,60,11.2,DC Fast,BYD Atto 3,199
S000351,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-11-22 08:37:00,118,30.9,AC Level 2,Tata Tiago EV,468
S000352,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-04-06 07:55:00,56,10.3,DC Fast,Hyundai Ioniq 5,149
S000353,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-02-16 23:48:00,100,24.6,AC Level 2,MG Comet EV,359
S000354,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-01-21 08:20:00,61,15.5,AC Level 2,Tata Tiago EV,258
S000355,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-08-20 07:32:00,112,29.1,AC Level 2,Tata Punch EV,507
S000356,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-07-29 03:44:00,98,21.0,AC Level 2,Kia EV6,360
S000357,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-08-05 15:53:00,36,6.6,DC Fast,MG Comet EV,101
S000358,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-02-15 13:56:00,25,4.7,DC Fast,Tata Tigor EV,66
S000359,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-10-06 06:25:00,20,4.6,DC Fast,Ather 450X,65
S000360,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-10-14 11:22:00,69,18.2,DC Fast,Hyundai Ioniq 5,306
S000361,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-02-12 19:15:00,33,7.3,DC Fast,Ather 450X,103
S000362,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-12-29 23:53:00,114,27.0,AC Level 2,Mahindra XUV400,419
S000363,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-09-14 01:54:00,110,26.0,AC Level 2,Mahindra BE 6e,373
S000364,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-07-02 09:00:00,72,13.9,DC Fast,Kia EV6,228
S000365,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-05-16 09:17:00,40,10.6,DC Fast,Ather 450X,158
S000366,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-04-25 07:34:00,60,12.0,AC Level 2,Mahindra XUV400,182
S000367,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-04-03 08:31:00,41,7.6,DC Fast,Tata Punch EV,129
S000368,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-01-16 21:48:00,84,22.1,AC Level 2,BYD Atto 3,347
S000369,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-12-04 21:51:00,57,11.6,DC Fast,MG ZS EV,186
S000370,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-09-03 00:32:00,86,18.6,AC Level 2,Tata Tiago EV,265
S000371,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-12-02 15:05:00,82,17.8,AC Level 2,MG ZS EV,264
S000372,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-11-15 19:16:00,59,10.8,AC Level 2,Tata Punch EV,190
S000373,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-07-31 07:56:00,104,23.1,AC Level 2,Tata Tiago EV,372
S000374,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-11-19 20:41:00,55,10.8,DC Fast,Ather 450X,158
S000375,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-08-20 17:55:00,72,16.1,DC Fast,BYD Atto 3,265
S000376,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-12-27 16:06:00,74,17.7,DC Fast,Tata Tigor EV,266
S000377,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-10-22 14:02:00,89,18.2,AC Level 2,Ola S1 Pro,327
S000378,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-04-19 21:57:00,47,9.9,DC Fast,MG Comet EV,159
S000379,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-12-01 19:03:00,34,8.2,DC Fast,BYD Atto 3,128
S000380,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-05-24 23:54:00,50,10.2,AC Level 2,Hyundai Kona Electric,154
S000381,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-11-22 21:02:00,35,8.9,DC Fast,Mahindra XUV400,152
S000382,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-08-16 20:58:00,54,13.3,DC Fast,Tata Tiago EV,198
S000383,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-09-28 09:35:00,37,8.2,DC Fast,MG Comet EV,145
S000384,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-06-14 08:16:00,60,15.2,AC Level 2,BYD Atto 3,259
S000385,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-04-13 16:41:00,73,16.4,DC Fast,Hyundai Kona Electric,241
S000386,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-12-01 09:37:00,51,11.1,DC Fast,Ather 450X,183
S000387,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-04-06 20:41:00,70,18.8,DC Fast,Tata Tiago EV,301
